user_id,event,datetime_stamp,value
1,lamp_change,01_June_2015_10_31_22_143,ON
1,lamp_change,01_June_2015_03_09_10_456,DIM
1,lamp_change,01_June_2015_03_09_10_509,OFF
1,lamp_change,01_June_2015_03_09_10_520,OFF
1,bedtime_tonight,,0000
1,rise_reason,,ja
1,adherence_importance,,80
1,fitness,,81
1,risetime,,1100
18,bedtime_tonight,,2330
18,fitness,,66
18,adherence_importance,,14
18,risetime,,1115
18,rise_reason,,nee
22,rise_reason,,ja
22,adherence_importance,,80
22,risetime,,0930
22,fitness,,77
22,bedtime_tonight,,2230
22,nudge_time,,22:30
12,rise_reason,,ja
12,adherence_importance,,76
12,risetime,,930
12,bedtime_tonight,,000
12,fitness,,83
9,adherence_importance,,64
9,fitness,,69
9,bedtime_tonight,,2400
9,risetime,,645
9,rise_reason,,ja
31,risetime,,0815
31,fitness,,31
31,bedtime_tonight,,
31,rise_reason,,ja
31,adherence_importance,,0
36,adherence_importance,,84
36,bedtime_tonight,,2200
36,risetime,,730
36,fitness,,27
36,rise_reason,,ja
34,risetime,,700
34,fitness,,44
34,adherence_importance,,48
34,rise_reason,,ja
34,bedtime_tonight,,2230
24,rise_reason,,nee
24,bedtime_tonight,,
24,fitness,,0
24,adherence_importance,,0
24,risetime,,
10,fitness,,87
10,bedtime_tonight,,0000
10,rise_reason,,ja
10,adherence_importance,,100
10,risetime,,0630
10,lamp_change,01_June_2015_18_51_11_150,OFF
10,lamp_change,01_June_2015_18_51_11_171,OFF
10,lamp_change,01_June_2015_18_51_11_024,DIM
10,lamp_change,01_June_2015_18_51_09_897,ON
10,lamp_change,01_June_2015_19_03_08_878,ON
10,lamp_change,01_June_2015_19_03_30_996,OFF
10,lamp_change,01_June_2015_19_03_30_919,DIM
10,lamp_change,01_June_2015_19_03_30_989,OFF
26,lamp_change,01_June_2015_07_35_38_553,DIM
26,lamp_change,01_June_2015_07_35_49_792,DIM
26,lamp_change,01_June_2015_07_35_38_612,OFF
26,lamp_change,01_June_2015_07_35_49_852,OFF
26,lamp_change,01_June_2015_07_35_48_046,ON
26,lamp_change,01_June_2015_07_35_49_835,OFF
26,lamp_change,01_June_2015_07_35_35_834,ON
18,lamp_change,01_June_2015_20_19_04_215,OFF
18,lamp_change,01_June_2015_20_19_15_250,ON
18,lamp_change,01_June_2015_20_19_50_116,DIM
18,lamp_change,01_June_2015_20_19_47_201,ON
18,lamp_change,01_June_2015_20_19_21_904,DIM
18,lamp_change,01_June_2015_20_20_32_567,OFF
18,lamp_change,01_June_2015_20_19_04_223,OFF
18,lamp_change,01_June_2015_20_19_50_165,OFF
18,lamp_change,01_June_2015_20_19_21_936,OFF
18,lamp_change,01_June_2015_20_19_04_168,DIM
18,lamp_change,01_June_2015_20_19_21_953,OFF
18,lamp_change,01_June_2015_20_19_03_002,ON
18,lamp_change,01_June_2015_20_20_32_581,OFF
18,lamp_change,01_June_2015_20_20_25_769,ON
18,lamp_change,01_June_2015_20_20_32_530,DIM
18,lamp_change,01_June_2015_20_19_50_186,OFF
24,lamp_change,01_June_2015_20_32_13_869,ON
18,lamp_change,01_June_2015_20_21_20_759,ON
18,lamp_change,01_June_2015_20_21_25_038,OFF
18,lamp_change,01_June_2015_20_21_25_025,OFF
18,lamp_change,01_June_2015_20_21_24_993,DIM
18,lamp_change,01_June_2015_20_47_22_982,OFF
18,lamp_change,01_June_2015_20_47_22_940,DIM
18,lamp_change,01_June_2015_20_47_22_995,OFF
18,lamp_change,01_June_2015_20_47_33_023,OFF
18,lamp_change,01_June_2015_20_47_33_021,OFF
18,lamp_change,01_June_2015_20_47_32_977,DIM
18,lamp_change,01_June_2015_20_47_27_255,ON
18,lamp_change,01_June_2015_20_47_56_487,OFF
18,lamp_change,01_June_2015_20_47_56_391,DIM
18,lamp_change,01_June_2015_20_47_56_499,OFF
18,lamp_change,01_June_2015_20_47_53_237,ON
36,lamp_change,01_June_2015_21_15_27_441,ON
36,lamp_change,01_June_2015_22_12_51_315,DIM
36,lamp_change,01_June_2015_22_12_53_382,OFF
32,lamp_change,01_June_2015_22_12_03_010,ON
32,bedtime_tonight,,2300
32,risetime,,0735
32,adherence_importance,,49
32,lamp_change,01_June_2015_21_48_49_496,OFF
32,lamp_change,01_June_2015_21_48_48_742,DIM
32,rise_reason,,ja
32,fitness,,13
31,lamp_change,01_June_2015_20_00_44_119,OFF
31,lamp_change,01_June_2015_20_00_44_127,OFF
31,lamp_change,01_June_2015_20_00_43_968,DIM
31,lamp_change,01_June_2015_22_31_34_655,ON
31,lamp_change,01_June_2015_22_30_17_472,ON
31,lamp_change,01_June_2015_22_30_23_994,DIM
31,lamp_change,01_June_2015_22_30_29_148,ON
31,lamp_change,01_June_2015_22_32_18_916,ON
31,lamp_change,01_June_2015_22_35_16_230,ON
31,lamp_change,01_June_2015_22_35_14_161,OFF
31,lamp_change,01_June_2015_22_35_13_815,DIM
31,lamp_change,01_June_2015_22_33_00_178,ON
31,lamp_change,01_June_2015_22_40_36_970,OFF
31,lamp_change,01_June_2015_22_32_58_677,DIM
31,lamp_change,01_June_2015_22_40_39_060,ON
31,lamp_change,01_June_2015_22_40_36_883,DIM
31,lamp_change,01_June_2015_22_44_29_064,ON
31,lamp_change,01_June_2015_22_57_12_138,ON
31,lamp_change,01_June_2015_22_43_32_967,ON
32,lamp_change,01_June_2015_23_11_08_436,ON
32,lamp_change,01_June_2015_23_15_12_411,DIM
32,lamp_change,01_June_2015_23_15_12_495,OFF
32,lamp_change,01_June_2015_23_11_07_644,DIM
32,lamp_change,01_June_2015_23_11_04_230,OFF
32,lamp_change,01_June_2015_23_11_07_758,OFF
32,lamp_change,01_June_2015_23_11_04_211,OFF
32,lamp_change,01_June_2015_23_11_07_768,OFF
32,lamp_change,01_June_2015_23_11_06_194,ON
32,lamp_change,01_June_2015_23_11_04_091,DIM
32,lamp_change,01_June_2015_23_15_12_527,OFF
37,lamp_change,01_June_2015_18_50_42_880,ON
31,lamp_change,01_June_2015_23_23_05_743,DIM
31,lamp_change,01_June_2015_23_23_05_983,OFF
10,lamp_change,01_June_2015_20_16_20_751,OFF
10,lamp_change,01_June_2015_20_56_53_737,ON
10,lamp_change,01_June_2015_20_16_20_683,DIM
10,lamp_change,01_June_2015_20_56_56_424,OFF
10,lamp_change,01_June_2015_20_16_20_782,OFF
10,lamp_change,01_June_2015_20_16_18_687,ON
10,lamp_change,01_June_2015_23_59_17_536,ON
10,lamp_change,01_June_2015_20_16_17_268,DIM
10,lamp_change,01_June_2015_20_56_56_356,DIM
10,lamp_change,01_June_2015_20_16_17_364,OFF
10,nudge_time,,00:00
10,lamp_change,01_June_2015_20_56_56_451,OFF
31,lamp_change,01_June_2015_23_23_14_708,ON
31,lamp_change,01_June_2015_23_23_35_499,ON
31,lamp_change,02_June_2015_00_07_42_536,OFF
31,lamp_change,02_June_2015_00_07_48_702,ON
31,lamp_change,02_June_2015_00_07_42_380,DIM
31,lamp_change,02_June_2015_00_07_51_137,OFF
31,lamp_change,02_June_2015_00_07_51_043,DIM
31,lamp_change,02_June_2015_00_08_00_554,ON
19,fitness,,0
19,bedtime_tonight,,
19,adherence_importance,,0
19,rise_reason,,nee
19,lamp_change,01_June_2015_21_09_42_104,ON
19,risetime,,
19,lamp_change,02_June_2015_00_10_42_087,DIM
19,lamp_change,02_June_2015_00_10_38_716,ON
19,lamp_change,02_June_2015_00_10_32_304,DIM
18,lamp_change,02_June_2015_00_01_35_970,DIM
18,lamp_change,02_June_2015_00_01_36_026,OFF
18,lamp_change,02_June_2015_00_01_33_602,ON
18,lamp_change,02_June_2015_00_01_36_049,OFF
20,lamp_change,01_June_2015_23_47_49_012,OFF
20,lamp_change,01_June_2015_23_47_49_001,OFF
20,lamp_change,01_June_2015_23_47_48_920,DIM
19,lamp_change,02_June_2015_00_39_31_715,DIM
12,lamp_change,01_June_2015_23_39_41_960,OFF
12,lamp_change,01_June_2015_23_39_41_879,DIM
26,lamp_change,01_June_2015_20_13_03_081,OFF
26,lamp_change,01_June_2015_20_13_03_007,OFF
26,lamp_change,01_June_2015_20_13_02_956,DIM
26,fitness,,0
26,risetime,,
26,lamp_change,01_June_2015_20_13_00_575,ON
26,adherence_importance,,0
26,rise_reason,,nee
26,bedtime_tonight,,
31,lamp_change,02_June_2015_00_08_02_072,OFF
31,lamp_change,02_June_2015_00_08_12_709,ON
31,lamp_change,02_June_2015_00_08_14_500,DIM
31,lamp_change,02_June_2015_00_08_14_737,OFF
31,lamp_change,02_June_2015_00_08_01_921,DIM
31,lamp_change,02_June_2015_00_08_33_013,DIM
31,lamp_change,02_June_2015_00_08_29_561,ON
31,lamp_change,02_June_2015_00_08_33_418,OFF
29,lamp_change,01_June_2015_22_11_12_631,ON
29,fitness,,77
29,lamp_change,01_June_2015_22_45_31_927,OFF
29,bedtime_tonight,,2300
29,lamp_change,01_June_2015_22_45_31_892,DIM
29,lamp_change,01_June_2015_22_45_31_933,OFF
29,risetime,,630
29,rise_reason,,ja
29,adherence_importance,,67
37,lamp_change,02_June_2015_00_09_33_625,DIM
37,lamp_change,02_June_2015_00_09_33_672,OFF
24,lamp_change,01_June_2015_22_26_38_095,OFF
24,lamp_change,01_June_2015_22_26_38_011,DIM
22,lamp_change,01_June_2015_20_43_50_326,OFF
22,lamp_change,01_June_2015_20_51_55_950,ON
22,lamp_change,01_June_2015_20_43_51_865,ON
22,lamp_change,01_June_2015_20_51_57_226,OFF
22,lamp_change,01_June_2015_20_46_51_037,DIM
22,lamp_change,01_June_2015_20_45_45_749,OFF
22,lamp_change,01_June_2015_20_42_40_685,OFF
22,lamp_change,01_June_2015_20_42_37_538,OFF
22,lamp_change,01_June_2015_20_42_31_822,OFF
22,lamp_change,01_June_2015_20_45_59_483,OFF
22,lamp_change,01_June_2015_20_45_42_023,OFF
22,lamp_change,01_June_2015_20_42_39_722,ON
22,lamp_change,01_June_2015_20_47_03_464,OFF
22,lamp_change,01_June_2015_20_45_40_389,ON
22,lamp_change,01_June_2015_20_42_37_532,OFF
22,lamp_change,01_June_2015_20_43_42_638,DIM
22,lamp_change,01_June_2015_20_51_57_181,OFF
22,lamp_change,01_June_2015_20_43_37_598,DIM
22,lamp_change,01_June_2015_20_46_15_571,ON
22,lamp_change,01_June_2015_20_51_53_554,OFF
22,lamp_change,01_June_2015_20_46_55_597,OFF
22,lamp_change,01_June_2015_20_43_50_330,OFF
22,lamp_change,01_June_2015_20_44_35_875,OFF
22,lamp_change,01_June_2015_20_43_39_227,ON
22,lamp_change,01_June_2015_20_42_37_497,DIM
22,lamp_change,01_June_2015_20_43_37_620,OFF
22,lamp_change,01_June_2015_20_46_17_524,OFF
22,lamp_change,01_June_2015_20_46_03_102,DIM
22,lamp_change,01_June_2015_20_45_37_122,OFF
22,lamp_change,01_June_2015_20_44_35_870,OFF
22,lamp_change,01_June_2015_20_45_50_708,DIM
22,lamp_change,01_June_2015_20_46_05_266,ON
22,lamp_change,01_June_2015_20_46_49_511,ON
22,lamp_change,01_June_2015_20_47_00_960,OFF
22,lamp_change,01_June_2015_20_45_37_116,OFF
22,lamp_change,01_June_2015_20_43_50_293,DIM
22,lamp_change,01_June_2015_20_46_12_531,OFF
22,lamp_change,01_June_2015_20_46_03_141,OFF
22,lamp_change,01_June_2015_20_43_54_148,OFF
22,lamp_change,01_June_2015_20_43_36_384,ON
22,lamp_change,01_June_2015_20_43_37_618,OFF
22,lamp_change,01_June_2015_20_46_55_570,DIM
22,lamp_change,01_June_2015_20_47_03_438,DIM
22,lamp_change,01_June_2015_22_37_34_908,OFF
22,lamp_change,01_June_2015_22_37_34_907,OFF
22,lamp_change,01_June_2015_20_46_12_515,OFF
22,lamp_change,01_June_2015_20_46_12_481,ON
22,lamp_change,01_June_2015_20_46_03_128,OFF
22,lamp_change,01_June_2015_20_45_42_034,OFF
22,lamp_change,01_June_2015_20_45_45_758,OFF
22,lamp_change,01_June_2015_20_45_55_347,DIM
22,lamp_change,01_June_2015_20_44_35_791,DIM
22,lamp_change,01_June_2015_20_42_40_675,OFF
22,lamp_change,01_June_2015_20_52_00_040,DIM
22,lamp_change,01_June_2015_20_46_14_513,DIM
22,lamp_change,01_June_2015_20_45_43_976,ON
22,lamp_change,01_June_2015_20_51_53_537,OFF
22,lamp_change,01_June_2015_20_51_57_127,DIM
22,lamp_change,01_June_2015_20_44_32_283,ON
22,lamp_change,01_June_2015_20_46_06_840,DIM
22,lamp_change,01_June_2015_20_43_54_153,OFF
22,lamp_change,01_June_2015_20_45_50_734,OFF
22,lamp_change,01_June_2015_20_46_51_077,OFF
22,lamp_change,01_June_2015_20_42_40_648,DIM
22,lamp_change,01_June_2015_22_37_34_878,DIM
22,lamp_change,01_June_2015_20_45_59_442,DIM
22,lamp_change,01_June_2015_20_51_53_497,DIM
22,lamp_change,01_June_2015_20_43_54_114,DIM
22,lamp_change,01_June_2015_20_46_57_542,ON
22,lamp_change,01_June_2015_20_45_55_374,OFF
22,lamp_change,01_June_2015_20_42_35_440,ON
22,lamp_change,01_June_2015_20_43_42_684,OFF
22,lamp_change,01_June_2015_20_43_42_687,OFF
22,lamp_change,01_June_2015_20_46_08_424,ON
22,lamp_change,01_June_2015_20_43_47_888,ON
22,lamp_change,01_June_2015_20_45_48_342,ON
22,lamp_change,01_June_2015_20_47_00_946,OFF
22,lamp_change,01_June_2015_20_46_06_866,OFF
22,lamp_change,01_June_2015_20_47_02_260,ON
22,lamp_change,01_June_2015_20_45_57_410,ON
22,lamp_change,01_June_2015_20_45_37_078,DIM
22,lamp_change,01_June_2015_20_47_03_492,OFF
22,lamp_change,01_June_2015_20_46_17_495,DIM
22,lamp_change,01_June_2015_20_46_55_609,OFF
22,lamp_change,01_June_2015_20_46_11_557,DIM
22,lamp_change,01_June_2015_20_47_00_921,DIM
22,lamp_change,01_June_2015_20_52_00_097,OFF
22,lamp_change,01_June_2015_20_46_52_320,ON
22,lamp_change,01_June_2015_20_51_52_156,ON
22,lamp_change,01_June_2015_20_46_17_537,OFF
22,lamp_change,01_June_2015_20_45_53_447,ON
22,lamp_change,01_June_2015_20_42_31_785,DIM
22,lamp_change,01_June_2015_20_46_14_559,OFF
22,lamp_change,01_June_2015_20_45_41_997,DIM
22,lamp_change,01_June_2015_20_45_50_748,OFF
22,lamp_change,01_June_2015_20_46_51_065,OFF
22,lamp_change,01_June_2015_20_51_58_612,ON
22,lamp_change,01_June_2015_20_45_55_386,OFF
22,lamp_change,01_June_2015_20_45_35_552,ON
22,lamp_change,01_June_2015_20_45_59_470,OFF
22,lamp_change,01_June_2015_20_45_45_718,DIM
22,lamp_change,01_June_2015_20_52_00_109,OFF
22,lamp_change,01_June_2015_20_42_27_455,ON
22,lamp_change,01_June_2015_20_46_06_881,OFF
22,lamp_change,01_June_2015_20_46_01_488,ON
22,lamp_change,01_June_2015_20_42_31_832,OFF
9,lamp_change,01_June_2015_23_59_46_095,DIM
9,lamp_change,01_June_2015_23_59_37_435,ON
34,lamp_change,01_June_2015_21_09_53_015,OFF
34,lamp_change,01_June_2015_21_09_52_938,DIM
34,lamp_change,01_June_2015_23_04_07_524,OFF
34,lamp_change,01_June_2015_21_09_45_542,DIM
34,lamp_change,01_June_2015_21_09_51_951,ON
34,lamp_change,01_June_2015_21_09_31_653,ON
34,lamp_change,01_June_2015_21_09_45_626,OFF
34,lamp_change,01_June_2015_23_04_05_364,DIM
34,lamp_change,01_June_2015_21_09_55_997,ON
34,lamp_change,01_June_2015_23_04_07_540,OFF
19,lamp_change,02_June_2015_00_43_49_181,OFF
19,lamp_change,02_June_2015_00_43_49_192,OFF
19,lamp_change,02_June_2015_00_43_49_066,DIM
10,lamp_change,02_June_2015_00_00_26_146,OFF
10,lamp_change,02_June_2015_00_00_26_044,DIM
10,lamp_change,02_June_2015_00_00_26_174,OFF
1,lamp_change,02_June_2015_01_15_06_459,DIM
1,fitness,,60
1,lamp_change,02_June_2015_01_15_06_492,OFF
1,lamp_change,02_June_2015_01_12_59_175,OFF
1,rise_reason,,ja
1,lamp_change,02_June_2015_01_12_59_137,DIM
1,lamp_change,02_June_2015_01_15_06_488,OFF
1,adherence_importance,,38
1,lamp_change,02_June_2015_01_13_02_079,ON
1,risetime,,845
1,lamp_change,02_June_2015_01_12_59_188,OFF
1,bedtime_tonight,,0000
1,lamp_change,02_June_2015_08_48_41_673,ON
20,fitness,,38
20,rise_reason,,nee
20,bedtime_tonight,,2300
20,adherence_importance,,0
20,risetime,,0800
10,nudge_time,,23:30
10,fitness,,86
10,risetime,,0900
10,rise_reason,,ja
10,adherence_importance,,93
10,bedtime_tonight,,2330
10,lamp_change,02_June_2015_13_46_27_021,OFF
10,lamp_change,02_June_2015_13_46_27_066,OFF
10,lamp_change,02_June_2015_13_46_21_305,OFF
10,lamp_change,02_June_2015_13_45_49_980,ON
10,lamp_change,02_June_2015_13_46_21_148,DIM
10,lamp_change,02_June_2015_13_46_21_338,OFF
10,lamp_change,02_June_2015_13_46_26_942,DIM
10,lamp_change,02_June_2015_13_46_23_416,ON
22,fitness,,69
22,bedtime_tonight,,
22,rise_reason,,nee
22,risetime,,
22,adherence_importance,,0
34,risetime,,0730
34,fitness,,22
34,adherence_importance,,69
34,bedtime_tonight,,2230
34,rise_reason,,ja
31,rise_reason,,ja
31,adherence_importance,,37
31,fitness,,14
31,risetime,,0825
31,bedtime_tonight,,2330
10,lamp_change,02_June_2015_15_44_14_550,OFF
10,lamp_change,02_June_2015_15_44_22_620,DIM
10,lamp_change,02_June_2015_15_44_23_218,OFF
10,lamp_change,02_June_2015_15_44_23_211,OFF
10,lamp_change,02_June_2015_15_44_15_848,OFF
10,lamp_change,02_June_2015_15_44_12_205,DIM
10,lamp_change,02_June_2015_15_44_14_797,OFF
10,lamp_change,02_June_2015_15_44_15_838,OFF
10,lamp_change,02_June_2015_15_44_10_575,ON
10,lamp_change,02_June_2015_15_44_14_813,ON
10,lamp_change,02_June_2015_15_44_15_712,DIM
10,lamp_change,02_June_2015_15_44_20_587,ON
12,adherence_importance,,12
12,bedtime_tonight,,230
12,rise_reason,,ja
12,fitness,,89
12,risetime,,730
29,lamp_change,02_June_2015_06_40_22_399,DIM
29,lamp_change,02_June_2015_06_40_22_422,OFF
29,lamp_change,02_June_2015_06_40_20_960,ON
29,lamp_change,02_June_2015_06_40_22_432,OFF
9,bedtime_tonight,,
9,fitness,,0
9,adherence_importance,,0
9,risetime,,
9,rise_reason,,nee
36,rise_reason,,ja
36,adherence_importance,,62
36,risetime,,715
36,fitness,,24
36,bedtime_tonight,,2200
36,lamp_change,02_June_2015_18_50_34_273,ON
22,nudge_time,,22:30
24,risetime,,740
24,fitness,,64
24,adherence_importance,,33
24,rise_reason,,ja
24,bedtime_tonight,,2230
18,adherence_importance,,67
18,rise_reason,,ja
18,risetime,,0800
18,bedtime_tonight,,2300
18,fitness,,63
18,lamp_change,02_June_2015_20_52_22_439,OFF
18,lamp_change,02_June_2015_20_52_22_449,OFF
18,lamp_change,02_June_2015_20_52_18_966,ON
18,lamp_change,02_June_2015_20_52_22_386,DIM
18,nudge_time,,23:00
18,nudge_time,,23:30
30,adherence_importance,,0
30,bedtime_tonight,,2330
30,fitness,,70
30,rise_reason,,nee
30,lamp_change,02_June_2015_22_14_52_919,ON
30,risetime,,645
36,lamp_change,02_June_2015_22_29_22_435,DIM
36,lamp_change,02_June_2015_22_29_24_607,OFF
29,lamp_change,02_June_2015_20_30_59_309,ON
26,lamp_change,02_June_2015_01_02_04_847,OFF
26,lamp_change,02_June_2015_21_39_26_065,ON
26,lamp_change,02_June_2015_21_39_25_148,DIM
26,lamp_change,02_June_2015_21_39_25_245,OFF
26,lamp_change,02_June_2015_01_02_04_785,DIM
26,lamp_change,02_June_2015_01_02_04_866,OFF
26,lamp_change,02_June_2015_21_39_25_260,OFF
29,lamp_change,02_June_2015_23_46_26_288,OFF
29,lamp_change,02_June_2015_23_46_26_278,OFF
29,lamp_change,02_June_2015_23_46_26_269,DIM
10,lamp_change,02_June_2015_23_35_29_446,OFF
10,lamp_change,02_June_2015_23_35_29_448,OFF
10,lamp_change,02_June_2015_23_35_17_980,DIM
10,lamp_change,02_June_2015_23_35_28_699,DIM
10,lamp_change,02_June_2015_23_35_28_172,ON
19,lamp_change,02_June_2015_23_57_24_272,ON
19,lamp_change,02_June_2015_23_57_25_509,ON
19,lamp_change,02_June_2015_23_57_20_401,DIM
19,lamp_change,02_June_2015_23_57_24_916,DIM
19,lamp_change,02_June_2015_23_57_26_760,DIM
19,lamp_change,02_June_2015_18_41_03_314,ON
19,lamp_change,02_June_2015_23_58_25_714,OFF
19,lamp_change,02_June_2015_23_58_25_595,DIM
19,lamp_change,02_June_2015_23_58_25_723,OFF
32,lamp_change,03_June_2015_00_15_32_110,OFF
32,lamp_change,03_June_2015_00_15_32_117,OFF
32,lamp_change,03_June_2015_00_15_38_125,OFF
32,lamp_change,02_June_2015_23_54_59_502,ON
32,lamp_change,03_June_2015_00_15_38_121,OFF
32,lamp_change,03_June_2015_00_15_30_024,DIM
32,lamp_change,03_June_2015_00_15_35_168,ON
32,lamp_change,03_June_2015_00_14_48_772,DIM
32,lamp_change,03_June_2015_00_15_30_567,OFF
32,lamp_change,03_June_2015_00_15_30_568,OFF
32,lamp_change,03_June_2015_00_14_50_137,ON
32,lamp_change,03_June_2015_00_15_31_968,DIM
32,lamp_change,03_June_2015_00_14_52_686,DIM
32,lamp_change,02_June_2015_23_55_01_925,OFF
32,lamp_change,03_June_2015_00_15_31_263,ON
32,lamp_change,03_June_2015_00_15_36_954,DIM
32,lamp_change,02_June_2015_23_55_01_738,DIM
32,lamp_change,02_June_2015_23_55_25_027,ON
9,lamp_change,03_June_2015_00_26_35_798,DIM
9,lamp_change,03_June_2015_00_26_34_646,ON
31,lamp_change,03_June_2015_00_41_16_958,DIM
31,lamp_change,02_June_2015_22_44_48_920,DIM
31,lamp_change,03_June_2015_00_41_17_311,OFF
31,lamp_change,03_June_2015_00_41_17_327,OFF
31,lamp_change,02_June_2015_22_45_14_636,ON
31,lamp_change,02_June_2015_22_44_49_063,OFF
31,lamp_change,02_June_2015_22_44_49_062,OFF
18,lamp_change,03_June_2015_00_19_31_976,DIM
18,lamp_change,03_June_2015_00_19_32_029,OFF
18,lamp_change,03_June_2015_00_19_32_032,OFF
12,lamp_change,03_June_2015_03_44_28_193,OFF
12,lamp_change,03_June_2015_03_44_28_074,DIM
1,lamp_change,03_June_2015_00_54_58_292,OFF
1,lamp_change,03_June_2015_00_54_58_297,OFF
1,lamp_change,03_June_2015_00_54_58_185,DIM
24,lamp_change,02_June_2015_21_30_58_733,DIM
24,lamp_change,02_June_2015_20_52_07_088,ON
24,lamp_change,02_June_2015_21_30_58_800,OFF
30,lamp_change,02_June_2015_23_53_27_218,DIM
30,lamp_change,02_June_2015_23_53_27_275,OFF
20,lamp_change,02_June_2015_23_18_58_799,OFF
20,lamp_change,02_June_2015_23_18_58_800,OFF
20,lamp_change,02_June_2015_23_18_58_701,DIM
34,lamp_change,02_June_2015_21_06_19_452,ON
34,lamp_change,02_June_2015_23_15_44_133,DIM
34,lamp_change,02_June_2015_23_15_44_251,OFF
34,lamp_change,02_June_2015_23_15_44_216,OFF
22,lamp_change,02_June_2015_22_35_58_924,OFF
22,lamp_change,02_June_2015_21_09_32_739,OFF
22,lamp_change,02_June_2015_22_35_58_916,OFF
22,lamp_change,02_June_2015_21_09_32_759,OFF
22,lamp_change,02_June_2015_21_09_29_904,ON
22,lamp_change,02_June_2015_21_09_32_692,DIM
22,lamp_change,02_June_2015_22_35_58_739,DIM
26,lamp_change,03_June_2015_00_30_55_849,OFF
26,lamp_change,03_June_2015_00_30_55_767,DIM
26,lamp_change,03_June_2015_00_30_55_820,OFF
1,adherence_importance,,42
1,risetime,,930
1,bedtime_tonight,,0000
1,lamp_change,03_June_2015_09_55_45_575,ON
1,rise_reason,,ja
1,fitness,,71
22,rise_reason,,ja
22,risetime,,0800
22,bedtime_tonight,,2230
22,adherence_importance,,62
22,fitness,,68
10,fitness,,88
10,adherence_importance,,100
10,bedtime_tonight,,2300
10,risetime,,0630
10,rise_reason,,nee
12,risetime,,900
12,fitness,,28
12,bedtime_tonight,,
12,rise_reason,,nee
12,adherence_importance,,0
24,risetime,,900
24,rise_reason,,ja
24,bedtime_tonight,,2230
24,fitness,,73
24,adherence_importance,,25
20,fitness,,75
20,bedtime_tonight,,2330
20,risetime,,0900
20,rise_reason,,ja
20,adherence_importance,,49
34,risetime,,0715
34,fitness,,32
34,adherence_importance,,58
34,bedtime_tonight,,2230
34,rise_reason,,ja
18,bedtime_tonight,,2230
18,risetime,,635
18,adherence_importance,,63
18,rise_reason,,ja
18,fitness,,55
9,fitness,,54
9,rise_reason,,nee
9,bedtime_tonight,,0030
9,adherence_importance,,17
9,risetime,,0645
31,adherence_importance,,66
31,fitness,,69
31,risetime,,0830
31,bedtime_tonight,,2345
31,rise_reason,,ja
31,lamp_change,03_June_2015_19_00_10_414,DIM
31,lamp_change,03_June_2015_19_00_10_639,OFF
31,lamp_change,03_June_2015_19_00_10_629,OFF
36,rise_reason,,ja
36,fitness,,55
36,risetime,,800
36,bedtime_tonight,,2230
36,adherence_importance,,66
10,nudge_time,,22:45
36,lamp_change,03_June_2015_20_18_56_172,ON
30,fitness,,49
30,adherence_importance,,70
30,bedtime_tonight,,2330
30,risetime,,615
30,rise_reason,,ja
10,lamp_change,03_June_2015_21_07_29_207,OFF
10,lamp_change,03_June_2015_21_07_24_050,DIM
10,lamp_change,03_June_2015_21_07_29_232,OFF
10,lamp_change,03_June_2015_21_07_20_775,ON
37,lamp_change,03_June_2015_21_23_58_383,ON
37,adherence_importance,,50
37,risetime,,745
37,fitness,,25
37,rise_reason,,ja
37,bedtime_tonight,,1200
22,nudge_time,,22:30
29,bedtime_tonight,,1145
29,lamp_change,03_June_2015_21_59_37_156,ON
29,risetime,,630
29,adherence_importance,,71
29,fitness,,69
29,rise_reason,,ja
10,lamp_change,03_June_2015_22_45_14_982,DIM
10,lamp_change,03_June_2015_22_45_15_100,OFF
10,lamp_change,03_June_2015_22_45_15_152,OFF
26,rise_reason,,ja
26,adherence_importance,,70
26,fitness,,63
26,bedtime_tonight,,2300
26,risetime,,915
32,adherence_importance,,41
32,bedtime_tonight,,2300
32,rise_reason,,ja
32,risetime,,0900
32,fitness,,71
20,lamp_change,03_June_2015_23_38_06_467,OFF
20,lamp_change,03_June_2015_23_38_06_402,DIM
20,lamp_change,03_June_2015_23_38_06_487,OFF
36,lamp_change,03_June_2015_23_19_27_453,OFF
36,lamp_change,03_June_2015_23_19_25_352,DIM
19,bedtime_tonight,,2400
19,fitness,,41
19,adherence_importance,,63
19,rise_reason,,ja
19,risetime,,730
34,lamp_change,03_June_2015_23_18_37_589,OFF
34,lamp_change,03_June_2015_23_18_37_611,OFF
34,lamp_change,03_June_2015_23_18_37_518,DIM
34,lamp_change,03_June_2015_21_47_23_053,ON
18,lamp_change,04_June_2015_00_10_17_543,OFF
18,lamp_change,04_June_2015_00_10_17_499,DIM
18,lamp_change,04_June_2015_00_10_17_571,OFF
12,lamp_change,03_June_2015_23_47_00_330,DIM
12,lamp_change,03_June_2015_23_47_00_370,OFF
31,lamp_change,04_June_2015_02_13_26_700,OFF
31,lamp_change,04_June_2015_02_13_26_703,OFF
31,lamp_change,04_June_2015_02_13_26_521,DIM
31,lamp_change,03_June_2015_21_35_11_366,ON
37,lamp_change,04_June_2015_00_59_47_967,OFF
37,lamp_change,04_June_2015_00_59_47_972,OFF
37,lamp_change,04_June_2015_00_59_47_902,DIM
30,bedtime_tonight,,2330
30,lamp_change,03_June_2015_22_05_55_301,OFF
30,lamp_change,03_June_2015_22_06_02_782,OFF
